,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384
64,7100397,7940539,10402178,2923952,34389688,,,,,,,,
128,6727225,10567140,10779307,12842051,18637664,41924383,,,,,,,
256,6398720,8271916,9868433,7735574,13454450,21134280,43286099,,,,,,
512,6931711,8665997,11683444,13522711,17069844,11374040,28328790,34192498,,,,,
1024,7869040,8061038,11903823,10454984,15080341,13643232,16531459,23754601,21388672,,,,
2048,6114678,9024882,10889797,14040298,5433896,12204980,9140117,12882215,9268323,9808036,,,
4096,7209932,8224733,11106675,11539362,11193514,9440496,12919082,14118827,11042425,12308209,310679,,
8192,6638529,8622688,10651521,10368664,11251448,11703682,12189466,11009893,10202411,9893942,7074554,9939736,
16384,6084166,8752060,10958635,9168947,11635919,12458647,12700414,12488079,8596590,9935146,9081702,9799141,9087707
32768,0,0,0,0,7462692,12740214,12681437,12940539,10796626,9165770,8526621,9887832,9298475
65536,0,0,0,0,11680129,12071505,12190353,11318459,9554720,9128879,9633412,10003997,7332266
131072,0,0,0,0,13127930,12651790,13417250,13875782,9615855,7875502,8213548,8862768,7127670
262144,0,0,0,0,11611108,12035487,12957564,12394476,9272569,9160092,8439357,8551998,7511104
524288,0,0,0,0,11922391,13097703,13526556,12615530,9080463,9506255,8148852,7999508,8174874
1048576,0,0,0,0,11854898,11346992,711272,11495011,4822103,4606409,4682669,4049118,1448663
